číslo,název,poř. číslo,"příjmení, jméno, tituly",věk,Navrhující strana,Politická příslušnost,hlasy abs.,hlasy %,Mandát,Pořadí
29,Koal.DSSS a SPE,21,Sojka Libor,58,DSSS,DSSS,13,"0,16",-,-
29,Koal.DSSS a SPE,22,Poledno Jiří,67,DSSS,DSSS,27,"0,34",-,-
29,Koal.DSSS a SPE,23,Šmucr Rudolf,64,DSSS,DSSS,6,"0,07",-,-
29,Koal.DSSS a SPE,24,Machová Iveta,40,DSSS,DSSS,35,"0,44",-,-
29,Koal.DSSS a SPE,25,Šarlejová Iveta,44,DSSS,DSSS,13,"0,16",-,-
29,Koal.DSSS a SPE,26,Kříž Vlastimil,43,DSSS,DSSS,29,"0,36",-,-
29,Koal.DSSS a SPE,27,Kuřec Jan,23,DSSS,DSSS,64,"0,80",-,-
29,Koal.DSSS a SPE,28,Müller Jan  Ing.,72,SPE,DSSS,24,"0,30",-,-
30,HSS,1,Zifčák Ludvík,54,HSS,HSS,95,"5,63",-,-
30,HSS,2,Michalák Štefan,47,HSS,HSS,51,"3,02",-,-
30,HSS,3,Cviček František,35,HSS,HSS,34,"2,01",-,-
30,HSS,4,Kurečková Kateřina,24,HSS,HSS,51,"3,02",-,-
30,HSS,5,Šik Martin,36,HSS,HSS,56,"3,32",-,-
30,HSS,6,Soušek Pavel,39,HSS,HSS,27,"1,60",-,-
30,HSS,7,Bendíková Jana,45,HSS,HSS,50,"2,96",-,-
30,HSS,8,Michalák Augustín,66,HSS,HSS,17,"1,00",-,-
30,HSS,9,Staníková Antonie,63,HSS,HSS,22,"1,30",-,-
30,HSS,10,Peterková Eva,65,HSS,HSS,22,"1,30",-,-
30,HSS,11,Kopčánová Olga,29,HSS,HSS,59,"3,50",-,-
30,HSS,12,Dirdová Naděžda,36,HSS,HSS,22,"1,30",-,-
30,HSS,13,Pasterňáková Tereza,23,HSS,HSS,37,"2,19",-,-
30,HSS,14,Snášelová Helena,60,HSS,HSS,15,"0,89",-,-
30,HSS,15,Pavlevský Pavel Elvis,44,HSS,HSS,42,"2,49",-,-
30,HSS,16,Cvičková Zdenka,57,HSS,HSS,24,"1,42",-,-
30,HSS,17,Siváková Gabriela,35,HSS,HSS,49,"2,90",-,-
30,HSS,18,Bršťáková Jarmila,56,HSS,HSS,26,"1,54",-,-
30,HSS,19,Škultety Milan,38,HSS,HSS,16,"0,94",-,-
30,HSS,20,Turčín Jindřich,58,HSS,HSS,18,"1,06",-,-
30,HSS,21,Kurečka Ladislav,61,HSS,HSS,39,"2,31",-,-
31,Republika,1,Chaloupka Otto,53,Republika,Republika,260,"11,60",-,-
31,Republika,2,Jurinová Eva  Mgr.,59,Republika,BEZPP,597,"26,65",-,-
31,Republika,3,Lebeda Pavel  MUDr.,73,Republika,BEZPP,52,"2,32",-,-
31,Republika,4,Křížová Olga  PaedDr.,51,Republika,BEZPP,145,"6,47",-,-
31,Republika,5,Krejča Miroslav  Ing. Bc. CSc.,58,Republika,BEZPP,121,"5,40",-,-
31,Republika,6,Sitarová Radka  Mgr.,33,Republika,Republika,62,"2,76",-,-
31,Republika,7,Hamouz Zdeněk  Ing. MBA,38,Republika,Republika,12,"0,53",-,-
31,Republika,8,Drastichová Jana  Mgr.,37,Republika,Republika,50,"2,23",-,-
31,Republika,9,Renc Zdeněk,67,Republika,Republika,18,"0,80",-,-
31,Republika,10,Schauerová Michaela  Bc.,24,Republika,Republika,43,"1,91",-,-
31,Republika,11,Jedinák Bohuslav,43,Republika,Republika,53,"2,36",-,-
31,Republika,12,Henychová Kateřina  Mgr.,35,Republika,Republika,24,"1,07",-,-
31,Republika,13,Vítek Jiří,49,Republika,Republika,15,"0,66",-,-
31,Republika,14,Hrdina Jan  Mgr.,33,Republika,Republika,16,"0,71",-,-
31,Republika,15,Gaťák Zdeněk,59,Republika,Republika,18,"0,80",-,-
31,Republika,16,Dočkal Tomáš,36,Republika,Republika,12,"0,53",-,-
31,Republika,17,Cekota Antonín,58,Republika,Republika,36,"1,60",-,-
31,Republika,18,Kaštánek Vojtěch,25,Republika,Republika,19,"0,84",-,-
31,Republika,19,Kern Michal,32,Republika,Republika,9,"0,40",-,-
31,Republika,20,Kaman Pavel  Ing.,51,Republika,BEZPP,42,"1,87",-,-
31,Republika,21,Kolář Pavel,49,Republika,Republika,22,"0,98",-,-
31,Republika,22,Cieluch Radim,47,Republika,BEZPP,5,"0,22",-,-
31,Republika,23,Dostál Luboš,47,Republika,BEZPP,2,"0,08",-,-
31,Republika,24,Potapov Miroslav,26,Republika,Republika,5,"0,22",-,-
32,Piráti,1,Bartoš Ivan  PhDr. Ph.D.,34,Piráti,Piráti,12 644,"17,43",-,-
32,Piráti,2,Kolaja Marcel  Bc.,33,Piráti,Piráti,2 452,"3,38",-,-
32,Piráti,3,Gregorová Markéta,21,Piráti,Piráti,2 008,"2,76",-,-
32,Piráti,4,Pikal Vojtěch  Bc.,27,Piráti,Piráti,1 074,"1,48",-,-
32,Piráti,5,Tožička Tomáš,47,Piráti,"""Z""",996,"1,37",-,-
32,Piráti,6,Pexa Mikuláš  Mgr.,27,Piráti,PIRATEN,786,"1,08",-,-
32,Piráti,7,Krška Filip  Mgr.,37,Piráti,Piráti,379,"0,52",-,-
32,Piráti,8,Polák Michael,40,Piráti,Piráti,476,"0,65",-,-
32,Piráti,9,Ferjenčík Mikuláš,27,Piráti,Piráti,1 058,"1,45",-,-
32,Piráti,10,Mahrik Viktor,32,Piráti,Piráti,99,"0,13",-,-
32,Piráti,11,Vašíčková Mária,49,Piráti,Piráti,246,"0,33",-,-
32,Piráti,12,Štěpánek Zdeněk  Bc.,31,Piráti,Piráti,240,"0,33",-,-
32,Piráti,13,Kučera Roman  Ing.,50,Piráti,Piráti,195,"0,26",-,-
32,Piráti,14,Dérer Ivan,46,Piráti,BEZPP,140,"0,19",-,-
32,Piráti,15,Skořepa Adam,22,Piráti,BEZPP,168,"0,23",-,-
32,Piráti,16,Kopečný Petr  Ing.,30,Piráti,Piráti,182,"0,25",-,-
32,Piráti,17,Rohová Jana,27,Piráti,Piráti,319,"0,43",-,-
32,Piráti,18,Demel Jiří,56,Piráti,Piráti,97,"0,13",-,-
32,Piráti,19,Simkanič Radek,25,Piráti,Piráti,126,"0,17",-,-
32,Piráti,20,Fořtík Václav,43,Piráti,BEZPP,498,"0,68",-,-
32,Piráti,21,Třešňák Petr  Ing.,31,Piráti,Piráti,209,"0,28",-,-
32,Piráti,22,Štipl Stanislav  Bc.,25,Piráti,Piráti,177,"0,24",-,-
32,Piráti,23,Světnička Karel  Mgr. Bc.,53,Piráti,BEZPP,234,"0,32",-,-
32,Piráti,24,Doležal Patrik,42,Piráti,BEZPP,128,"0,17",-,-
32,Piráti,25,Weidisch Tomáš,21,Piráti,Piráti,132,"0,18",-,-
32,Piráti,26,Sůra Aleš  Ing. Bc.,37,Piráti,Piráti,92,"0,12",-,-
32,Piráti,27,Holovský Sebastian  Bc. et Bc.,29,Piráti,Piráti,190,"0,26",-,-
33,ČS,1,Volfová Jana  Mgr.,56,ČS,ČS,276,"13,23",-,-
33,ČS,2,Jindrák Miroslav  JUDr.,63,ČS,ČS,65,"3,11",-,-
33,ČS,3,Paukejová Marie  Ing.,59,ČS,ČS,99,"4,74",-,-
33,ČS,4,Štefka Vladislav  JUDr.,64,ČS,BEZPP,34,"1,62",-,-
33,ČS,5,Tomešová Luďka,45,ČS,ČS,45,"2,15",-,-
33,ČS,6,Dryml Vladimír  MUDr.,62,ČS,BEZPP,183,"8,77",-,-
33,ČS,7,Bártová Petra  Mgr.,50,ČS,ČS,35,"1,67",-,-
33,ČS,8,Pavlíček Zdeněk  Bc.,46,ČS,ČS,67,"3,21",-,-
33,ČS,9,Jakubův Michaela,38,ČS,ČS,15,"0,71",-,-
33,ČS,10,Kopa Václav  PhDr.,57,ČS,ČS,68,"3,25",-,-
33,ČS,11,Zubová Olga  PhDr.,54,ČS,ČS,67,"3,21",-,-
33,ČS,12,Anderle Jiří,44,ČS,DSZ,165,"7,90",-,-
33,ČS,13,Levá Vladimíra  PhDr. Ph.D.,51,ČS,BEZPP,20,"0,95",-,-
33,ČS,14,Chmelarčík Jiří  JUDr.,64,ČS,ČS,19,"0,91",-,-
33,ČS,15,Kubcová Helena  Mgr.,58,ČS,PSZ,16,"0,76",-,-
33,ČS,16,Mátl Aleš,44,ČS,ČS,17,"0,81",-,-
33,ČS,17,Morávková Eva,35,ČS,ČS,16,"0,76",-,-
33,ČS,18,Nedbálek Karel  Mgr.,27,ČS,ČS,23,"1,10",-,-
33,ČS,19,Červáková Jana,57,ČS,ČS,25,"1,19",-,-
33,ČS,20,Havránek Pavel,38,ČS,ČS,13,"0,62",-,-
33,ČS,21,Pospíšilová Dana,50,ČS,ČS,8,"0,38",-,-
33,ČS,22,Fila Tomáš,47,ČS,ČS,30,"1,43",-,-
33,ČS,23,Duková Ivana  PhDr. et Mgr.,47,ČS,ČS,18,"0,86",-,-
33,ČS,24,Kopal Jan  Mgr. Bc.,36,ČS,ČS,17,"0,81",-,-
33,ČS,25,Beširevičová Eva,63,ČS,ČS,19,"0,91",-,-
33,ČS,26,Bora František  Ing.,60,ČS,ČS,18,"0,86",-,-
33,ČS,27,Nechvátal Vladislav  Ing.,48,ČS,ČS,10,"0,47",-,-
33,ČS,28,Ferenc Bohumil,46,ČS,ČS,22,"1,05",-,-
34,KČ,1,Srb Václav,56,KČ,KČ,145,"5,95",-,-
34,KČ,2,Štogrová Jarmila,58,KČ,BEZPP,72,"2,95",-,-
34,KČ,3,Andrš Pavel  MUDr.,50,KČ,KČ,181,"7,43",-,-
34,KČ,4,Novotný Svatopluk,38,KČ,KČ,26,"1,06",-,-
34,KČ,5,Kodeda Oldřich  Ing. arch.,55,KČ,BEZPP,64,"2,62",-,-
34,KČ,6,Kellerová Pavla  Mgr.,52,KČ,KČ,54,"2,21",-,-
34,KČ,7,Šauerová Kateřina  Ing.,51,KČ,BEZPP,20,"0,82",-,-
34,KČ,9,Špaček Radim  RNDr.,54,KČ,KČ,53,"2,17",-,-
34,KČ,10,Oram Vítězslav  Ing.,51,KČ,KČ,28,"1,15",-,-
34,KČ,11,Petr Josef  Mgr.A.,44,KČ,KČ,36,"1,47",-,-
34,KČ,12,Bašus Michal  Mgr.,45,KČ,KČ,11,"0,45",-,-
34,KČ,13,Mrzílek Jan,60,KČ,KČ,13,"0,53",-,-
34,KČ,14,Nečas Otakar  Ing.,62,KČ,KČ,18,"0,73",-,-
34,KČ,15,Bernáth Martin,48,KČ,KČ,17,"0,69",-,-
34,KČ,16,Lutovský Michal  PhDr.,53,KČ,KČ,68,"2,79",-,-
34,KČ,17,Drnek Jan,53,KČ,KČ,60,"2,46",-,-
34,KČ,18,Nohel Petr  Mgr.,35,KČ,KČ,46,"1,88",-,-
34,KČ,19,Vlček Patrik  Mgr.A.,43,KČ,BEZPP,14,"0,57",-,-
34,KČ,20,Thun Lukáš  PhDr.,32,KČ,BEZPP,57,"2,34",-,-
34,KČ,21,Klapil Petr,41,KČ,BEZPP,20,"0,82",-,-
34,KČ,22,Ešlerová Marie,65,KČ,KČ,21,"0,86",-,-
34,KČ,23,Molinová Dagmar  Mgr.,49,KČ,KČ,26,"1,06",-,-
34,KČ,24,Kolář Milan,58,KČ,KČ,5,"0,20",-,-
34,KČ,25,Stanzel Marek  RNDr.,55,KČ,BEZPP,37,"1,52",-,-
34,KČ,26,Štipl Ctirad,71,KČ,KČ,21,"0,86",-,-
34,KČ,27,Krejčí Vladimír,66,KČ,KČ,8,"0,32",-,-
34,KČ,28,Žatečka Petr,38,KČ,BEZPP,4,"0,16",-,-
35,ANEO,1,Prokůpek Václav  Ing. Ph.D.,41,ANEO,BEZPP,204,"16,42",-,-
35,ANEO,2,Martinec Alexandr,29,ANEO,BEZPP,61,"4,91",-,-
35,ANEO,3,Kohout Lukáš,30,ANEO,ANEO,28,"2,25",-,-
35,ANEO,4,Toman Luděk  Ing.,45,ANEO,BEZPP,105,"8,45",-,-
35,ANEO,5,Stehlík Vladimír  Doc. Akad. arch.,70,ANEO,BEZPP,63,"5,07",-,-
35,ANEO,6,Bezák Jiří,54,ANEO,BEZPP,36,"2,89",-,-
35,ANEO,7,Suchomel Pavel,53,ANEO,BEZPP,6,"0,48",-,-
35,ANEO,9,Alakša Štefan  Bc.,29,ANEO,BEZPP,28,"2,25",-,-
35,ANEO,10,Lajner Jindřich,34,ANEO,BEZPP,15,"1,20",-,-
35,ANEO,11,Tejchman Milan  MUDr.,49,ANEO,BEZPP,32,"2,57",-,-
35,ANEO,13,Prokeš Vladimír,46,ANEO,BEZPP,16,"1,28",-,-
35,ANEO,14,Jandík Miloslav,71,ANEO,ANEO,14,"1,12",-,-
35,ANEO,15,Volf Pavel,25,ANEO,BEZPP,52,"4,18",-,-
35,ANEO,16,de Bikavér Mário Alessandro  Mgr.,50,ANEO,BEZPP,42,"3,38",-,-
35,ANEO,17,Olšina Josef,54,ANEO,BEZPP,23,"1,85",-,-
35,ANEO,18,Lekešová Lenka,39,ANEO,BEZPP,3,"0,24",-,-
35,ANEO,20,Liška Martin,37,ANEO,BEZPP,4,"0,32",-,-
36,ČSNS,1,Klusáček Michal  Ing.,34,ČSNS,ČSNS,60,"11,95",-,-
36,ČSNS,2,Mlejnský Václav,40,ČSNS,BEZPP,30,"5,97",-,-
36,ČSNS,3,Novák Petr  Bc.,34,ČSNS,ČSNS,5,"0,99",-,-
36,ČSNS,4,Heger Tadeáš,21,ČSNS,ČSNS,15,"2,98",-,-
36,ČSNS,5,Janko Karel  Ing.,70,ČSNS,ČSNS2005,22,"4,38",-,-
36,ČSNS,6,Marková Eliška  Bc.,25,ČSNS,ČSNS,21,"4,18",-,-
36,ČSNS,7,Brázdil Miroslav,45,ČSNS,ČSNS,12,"2,39",-,-
36,ČSNS,8,Doskočil Karel,61,ČSNS,ČSNS,15,"2,98",-,-
37,O.K.strana,1,Černý Pavel  Mgr.,46,O.K. strana,O.K. strana,1 408,"40,44",-,-
37,O.K.strana,2,Danda Bedřich,74,O.K. strana,SsČR,97,"2,78",-,-
37,O.K.strana,3,Kasal Karel,63,O.K. strana,O.K. strana,84,"2,41",-,-
37,O.K.strana,4,Thaisz Petr,48,O.K. strana,SsČR,73,"2,09",-,-
37,O.K.strana,5,Ullrichová Šárka,39,O.K. strana,O.K. strana,71,"2,03",-,-
37,O.K.strana,6,Novák Richard  JUDr.,52,O.K. strana,O.K. strana,74,"2,12",-,-
37,O.K.strana,7,Vaštová Veronika  MUDr.,41,O.K. strana,O.K. strana,89,"2,55",-,-
37,O.K.strana,8,Prokešová Jana  Mgr.,44,O.K. strana,O.K. strana,52,"1,49",-,-
37,O.K.strana,9,Gabrielová Jana  Ing.,47,O.K. strana,O.K. strana,16,"0,45",-,-
37,O.K.strana,10,Nováčková Lenka  Ing.,29,O.K. strana,O.K. strana,23,"0,66",-,-
37,O.K.strana,11,Metelec Robert,38,O.K. strana,O.K. strana,21,"0,60",-,-
37,O.K.strana,12,Svoboda Daniel,21,O.K. strana,O.K. strana,40,"1,14",-,-
37,O.K.strana,13,Stepanovič Alexandr,32,O.K. strana,O.K. strana,3,"0,08",-,-
37,O.K.strana,14,Hrbek Jiří,31,O.K. strana,O.K. strana,1,"0,02",-,-
37,O.K.strana,15,Müller Daniel,23,O.K. strana,O.K. strana,8,"0,22",-,-
37,O.K.strana,16,Čiberová Nedvědová Pavlína,44,O.K. strana,O.K. strana,7,"0,20",-,-
37,O.K.strana,17,Klufa Martin  Ing.,29,O.K. strana,O.K. strana,9,"0,25",-,-
37,O.K.strana,18,Kaštanová Viera,36,O.K. strana,O.K. strana,15,"0,43",-,-
37,O.K.strana,19,Piskunová Alena  Mgr.,44,O.K. strana,O.K. strana,18,"0,51",-,-
37,O.K.strana,20,Šmíd Václav,37,O.K. strana,O.K. strana,6,"0,17",-,-
37,O.K.strana,21,Vacek Robert  Ing.,42,O.K. strana,O.K. strana,11,"0,31",-,-
37,O.K.strana,22,Reiss Miroslav,23,O.K. strana,O.K. strana,12,"0,34",-,-
37,O.K.strana,23,Hašek Jakub  Ing.,33,O.K. strana,O.K. strana,3,"0,08",-,-
37,O.K.strana,24,Tyšlová Lenka,32,O.K. strana,O.K. strana,13,"0,37",-,-
37,O.K.strana,25,Strnad Martin,40,O.K. strana,O.K. strana,9,"0,25",-,-
37,O.K.strana,26,Satran Eugen,27,O.K. strana,O.K. strana,8,"0,22",-,-
37,O.K.strana,27,Velička Radek,35,O.K. strana,O.K. strana,8,"0,22",-,-
38,VV,1,John Radek  Mgr.,59,VV,VV,2 580,"36,92",-,-
38,VV,2,Chytrová Simona,51,VV,VV,330,"4,72",-,-
38,VV,3,Kohout Jiří  Ing.,46,VV,VV,164,"2,34",-,-
38,VV,4,Olmer Vít  Mgr. et Mgr.,71,VV,BEZPP,301,"4,30",-,-
38,VV,5,Dobrozemský Aleš  Ing.,51,VV,VV,74,"1,05",-,-
38,VV,6,Čečilová Alice  MUDr.,55,VV,VV,92,"1,31",-,-
38,VV,7,Hron Ivan  JUDr.,65,VV,VV,78,"1,11",-,-
38,VV,8,Lexa Jiří  Ing.,60,VV,VV,24,"0,34",-,-
38,VV,9,Majer Antonín,56,VV,VV,21,"0,30",-,-
38,VV,10,Riedlová Puškašová Soňa,40,VV,VV,20,"0,28",-,-
38,VV,11,Bayerová Lydie,60,VV,VV,9,"0,12",-,-
38,VV,12,Kůstka Martin  Ing.,47,VV,VV,39,"0,55",-,-
38,VV,13,Bezpalec Jaroslav,48,VV,VV,19,"0,27",-,-
38,VV,14,Quittová Petra  Bc.,41,VV,VV,40,"0,57",-,-
38,VV,15,Targová Jana,52,VV,VV,29,"0,41",-,-
38,VV,16,Elezi Jana,48,VV,VV,23,"0,32",-,-
38,VV,17,Chalupa Radek,55,VV,VV,22,"0,31",-,-
38,VV,18,Hanus Josef,68,VV,VV,13,"0,18",-,-
38,VV,19,Hrochová Ilona  Mgr.,48,VV,VV,37,"0,52",-,-
38,VV,20,Slavík Zdeněk  Ing.,41,VV,BEZPP,43,"0,61",-,-
38,VV,21,Frýbertová Marta,62,VV,VV,27,"0,38",-,-
38,VV,22,Dostál Martin  Mgr.,39,VV,VV,34,"0,48",-,-
38,VV,23,Mauermann Břetislav,27,VV,VV,17,"0,24",-,-
38,VV,24,Vittek Petr  Bc.,22,VV,VV,97,"1,38",-,-
38,VV,25,Kádner David,37,VV,VV,29,"0,41",-,-
38,VV,26,Havlová Olga,60,VV,VV,41,"0,58",-,-
38,VV,27,Ulrichová Hakenová Marie,65,VV,BEZPP,51,"0,72",-,-
38,VV,28,Klasnová Kateřina  ThDr.,36,VV,VV,659,"9,43",-,-
39,OBČ_2011,1,Benešová Petra  Ing.,30,OBČ_2011,OBČ_2011,162,"12,47",-,-
39,OBČ_2011,2,Kalousková Šorfová Alžběta  Mgr.,45,OBČ_2011,BEZPP,133,"10,23",-,-
39,OBČ_2011,3,Benýšek Jiří,23,OBČ_2011,OBČ_2011,49,"3,77",-,-
39,OBČ_2011,4,Hrnčíř Tomáš,37,OBČ_2011,OBČ_2011,32,"2,46",-,-
39,OBČ_2011,6,Adámek Karel  Ing.,61,OBČ_2011,OBČ_2011,24,"1,84",-,-
39,OBČ_2011,7,Koromházová Vanda,49,OBČ_2011,BEZPP,31,"2,38",-,-
